commodity,report_begin_date,average_price
Strawberries,07/07/2021,11.75
Strawberries,07/07/2021,23.75
Strawberries,07/07/2021,18.75
Blackberries,07/06/2021,27
Blackberries,07/06/2021,24
Blackberries,07/06/2021,11
Blueberries,07/06/2021,23
Blueberries,07/06/2021,26.75
Blueberries,07/06/2021,25
Raspberries,07/06/2021,26.5
Raspberries,07/06/2021,35
Strawberries,07/06/2021,21
Strawberries,07/06/2021,11.75
Strawberries,07/06/2021,23.75
Blackberries,07/02/2021,11
Blackberries,07/02/2021,24
Blackberries,07/02/2021,27
Blueberries,07/02/2021,23
Blueberries,07/02/2021,26.75
Raspberries,07/02/2021,35
Raspberries,07/02/2021,26
Strawberries,07/02/2021,23.75
Strawberries,07/02/2021,20.25
Blueberries,07/02/2021,18
Blackberries,07/01/2021,24
Blackberries,07/01/2021,11
Blackberries,07/01/2021,27
Blueberries,07/01/2021,26.75
Blueberries,07/01/2021,23
Raspberries,07/01/2021,26
Raspberries,07/01/2021,35
Strawberries,07/01/2021,21
Strawberries,07/01/2021,21
Strawberries,07/01/2021,23.75
Blackberries,06/30/2021,11
Blackberries,06/30/2021,24
Blackberries,06/30/2021,27
Blueberries,06/30/2021,23
Blueberries,06/30/2021,26.75
Raspberries,06/30/2021,35
Raspberries,06/30/2021,26
Strawberries,06/30/2021,23.75
Strawberries,06/30/2021,21
Strawberries,06/30/2021,21
Blackberries,06/29/2021,27
Blackberries,06/29/2021,10.75
Blackberries,06/29/2021,24
Blueberries,06/29/2021,23
Blueberries,06/29/2021,17.75
Blueberries,06/29/2021,13
Blueberries,06/29/2021,26.75
Raspberries,06/29/2021,35
Raspberries,06/29/2021,26
Strawberries,06/29/2021,21
Strawberries,06/29/2021,23.75
Blackberries,06/25/2021,27
Blackberries,06/25/2021,24
Blackberries,06/25/2021,11.5
Blueberries,06/25/2021,26.75
Blueberries,06/25/2021,23
Blueberries,06/25/2021,17.75
Raspberries,06/25/2021,31
Strawberries,06/25/2021,21
Strawberries,06/25/2021,23.75
Blackberries,06/24/2021,24
Blackberries,06/24/2021,27
Blackberries,06/24/2021,11.5
Blueberries,06/24/2021,23
Blueberries,06/24/2021,26.75
Raspberries,06/24/2021,31
Strawberries,06/24/2021,21
Strawberries,06/24/2021,23.25
Blueberries,06/24/2021,17.75
Strawberries,06/23/2021,21
Strawberries,06/23/2021,22.5
Raspberries,06/23/2021,31
Blueberries,06/23/2021,23
Blueberries,06/23/2021,26.75
Blueberries,06/23/2021,17.75
Blackberries,06/23/2021,22.375
Blackberries,06/23/2021,24
Blackberries,06/23/2021,27
Blackberries,06/22/2021,24
Blackberries,06/22/2021,22.375
Blackberries,06/22/2021,27
Blueberries,06/22/2021,26.75
Blueberries,06/22/2021,17.75
Blueberries,06/22/2021,23
Raspberries,06/22/2021,31
Strawberries,06/22/2021,22.5
Strawberries,06/22/2021,21
Blackberries,06/21/2021,24
Blackberries,06/21/2021,27
Blackberries,06/21/2021,22.375
Blueberries,06/21/2021,17.75
Blueberries,06/21/2021,26.75
Blueberries,06/21/2021,23
Raspberries,06/21/2021,31
Strawberries,06/21/2021,22
Strawberries,06/21/2021,20.5
Strawberries,06/21/2021,21
Blackberries,06/18/2021,22.375
Blackberries,06/18/2021,24
Blackberries,06/18/2021,27
Blueberries,06/18/2021,26.75
Blueberries,06/18/2021,17.75
Blueberries,06/18/2021,23
Raspberries,06/18/2021,31
Strawberries,06/18/2021,22
Strawberries,06/18/2021,21
Strawberries,06/18/2021,20.5
Blackberries,06/17/2021,24
Blackberries,06/17/2021,22.375
Blackberries,06/17/2021,27
Blueberries,06/17/2021,23
Blueberries,06/17/2021,17.5
Blueberries,06/17/2021,26.75
Blueberries,06/17/2021,17.5
Blueberries,06/17/2021,8
Raspberries,06/17/2021,30
Strawberries,06/17/2021,20.5
Strawberries,06/17/2021,22
Strawberries,06/17/2021,21
Blackberries,06/16/2021,27
Blackberries,06/16/2021,22.375
Blackberries,06/16/2021,24
Blueberries,06/16/2021,26.75
Blueberries,06/16/2021,17.5
Blueberries,06/16/2021,23
Blueberries,06/16/2021,17.5
Raspberries,06/16/2021,30
Strawberries,06/16/2021,22
Strawberries,06/16/2021,20.5
Strawberries,06/16/2021,26.5
Blueberries,06/16/2021,8
Blackberries,06/15/2021,22.375
Blackberries,06/15/2021,27
Blackberries,06/15/2021,24
Blueberries,06/15/2021,8
Raspberries,06/15/2021,30
Strawberries,06/15/2021,22
Strawberries,06/15/2021,26.5
Strawberries,06/15/2021,20.5
Blueberries,06/15/2021,17.5
Blueberries,06/15/2021,17.5
Blueberries,06/15/2021,23
Blueberries,06/15/2021,26.75
Blackberries,06/14/2021,27
Blackberries,06/14/2021,24
Blackberries,06/14/2021,22.375
Raspberries,06/14/2021,30.125
Strawberries,06/14/2021,22
Strawberries,06/14/2021,26.5
Strawberries,06/14/2021,20.5
Blueberries,06/14/2021,21
Blueberries,06/14/2021,26.75
Blueberries,06/14/2021,23
Blueberries,06/14/2021,8
Blueberries,06/14/2021,21
Blackberries,06/11/2021,24
Blackberries,06/11/2021,22.375
Raspberries,06/11/2021,30.125
Strawberries,06/11/2021,26.5
Strawberries,06/11/2021,20.5
Strawberries,06/11/2021,22
Blackberries,06/11/2021,27
Blueberries,06/11/2021,8
Blueberries,06/11/2021,21
Blueberries,06/11/2021,21
Blueberries,06/11/2021,23
Blueberries,06/11/2021,26.75
Blackberries,06/10/2021,27
Raspberries,06/10/2021,30.125
Strawberries,06/10/2021,22
Strawberries,06/10/2021,20.5
Strawberries,06/10/2021,26.5
Blackberries,06/10/2021,24
Blackberries,06/10/2021,22.375
Blueberries,06/10/2021,21
Blueberries,06/10/2021,8
Blueberries,06/10/2021,21
Blueberries,06/10/2021,23
Blueberries,06/10/2021,26.75
Blackberries,06/09/2021,22.375
Raspberries,06/09/2021,30.125
Strawberries,06/09/2021,20.5
Strawberries,06/09/2021,22
Strawberries,06/09/2021,26.5
Blackberries,06/09/2021,24
Blackberries,06/09/2021,27
Blueberries,06/09/2021,26.75
Blueberries,06/09/2021,21
Blueberries,06/09/2021,8
Blueberries,06/09/2021,23
Blueberries,06/09/2021,21
Raspberries,06/08/2021,30.125
Strawberries,06/08/2021,26.5
Strawberries,06/08/2021,22
Strawberries,06/08/2021,20.5
Blackberries,06/08/2021,27
Blackberries,06/08/2021,22.375
Blackberries,06/08/2021,24
Blueberries,06/08/2021,21
Blueberries,06/08/2021,23
Blueberries,06/08/2021,21
Blueberries,06/08/2021,26.75
Raspberries,06/07/2021,30.125
Strawberries,06/07/2021,22
Strawberries,06/07/2021,26.5
Strawberries,06/07/2021,20.5
Blackberries,06/07/2021,24
Blackberries,06/07/2021,25.375
Blueberries,06/07/2021,28.75
Blueberries,06/07/2021,23
Blueberries,06/07/2021,23
Raspberries,06/04/2021,38.5
Raspberries,06/04/2021,36.125
Strawberries,06/04/2021,22
Strawberries,06/04/2021,21.5
Strawberries,06/04/2021,26.5
Blackberries,06/04/2021,24
Blackberries,06/04/2021,26
Blueberries,06/04/2021,18.5
Blueberries,06/04/2021,28.75
Blueberries,06/04/2021,24.5
Blueberries,06/04/2021,23
Raspberries,06/03/2021,36.125
Raspberries,06/03/2021,38.5
Strawberries,06/03/2021,21.5
Strawberries,06/03/2021,22
Strawberries,06/03/2021,26.5
Blackberries,06/03/2021,24
Blackberries,06/03/2021,26
Blueberries,06/03/2021,24.5
Blueberries,06/03/2021,23
Blueberries,06/03/2021,28.75
Blueberries,06/03/2021,18.5
Raspberries,06/02/2021,38.5
Raspberries,06/02/2021,36.125
Strawberries,06/02/2021,22
Strawberries,06/02/2021,21.5
Strawberries,06/02/2021,26.5
Blackberries,06/02/2021,26
Blackberries,06/02/2021,24
Blueberries,06/02/2021,24.5
Blueberries,06/02/2021,18.5
Blueberries,06/02/2021,23
Blueberries,06/02/2021,28.75
Blackberries,06/01/2021,24
Raspberries,06/01/2021,38.5
Raspberries,06/01/2021,36.125
Strawberries,06/01/2021,22
Strawberries,06/01/2021,21.5
Strawberries,06/01/2021,26.5
Blackberries,06/01/2021,27
Blackberries,06/01/2021,26.375
Blueberries,06/01/2021,24
Blueberries,06/01/2021,23
Blueberries,06/01/2021,18.5
Blueberries,06/01/2021,28.75
Raspberries,05/28/2021,36.125
Raspberries,05/28/2021,38.5
Strawberries,05/28/2021,22
Strawberries,05/28/2021,22
Strawberries,05/28/2021,26.5
Blackberries,05/28/2021,27
Blackberries,05/28/2021,26.375
Blackberries,05/28/2021,24
Blueberries,05/28/2021,24
Blueberries,05/28/2021,18.5
Blueberries,05/28/2021,23
Blueberries,05/28/2021,28.75
Raspberries,05/27/2021,36.125
Raspberries,05/27/2021,38.5
Strawberries,05/27/2021,22
Strawberries,05/27/2021,22
Strawberries,05/27/2021,26.5
Blackberries,05/27/2021,26.375
Blackberries,05/27/2021,24
Blackberries,05/27/2021,27
Blueberries,05/27/2021,18.5
Blueberries,05/27/2021,24
Blueberries,05/27/2021,28.75
Blueberries,05/27/2021,23
Raspberries,05/26/2021,38.5
Raspberries,05/26/2021,36.125
Strawberries,05/26/2021,21.5
Strawberries,05/26/2021,28
Strawberries,05/26/2021,12
Strawberries,05/26/2021,22
Blackberries,05/26/2021,24
Blackberries,05/26/2021,26.375
Blueberries,05/26/2021,18.5
Blueberries,05/26/2021,24
Blueberries,05/26/2021,23
Blueberries,05/26/2021,28.75
Raspberries,05/25/2021,36.125
Raspberries,05/25/2021,38.5
Strawberries,05/25/2021,21.5
Strawberries,05/25/2021,12
Strawberries,05/25/2021,28
Strawberries,05/25/2021,22
Blackberries,05/25/2021,24
Blackberries,05/25/2021,26.375
Blueberries,05/25/2021,24
Blueberries,05/25/2021,28.75
Blueberries,05/25/2021,23
Blueberries,05/25/2021,18.5
Raspberries,05/24/2021,38.5
Raspberries,05/24/2021,36.125
Strawberries,05/24/2021,24
Strawberries,05/24/2021,21.5
Strawberries,05/24/2021,28
Blackberries,05/24/2021,24
Blackberries,05/24/2021,26.375
Blueberries,05/24/2021,24
Blueberries,05/24/2021,28.75
Blueberries,05/24/2021,23
Blueberries,05/24/2021,18.5
Raspberries,05/21/2021,38.5
Raspberries,05/21/2021,36.125
Strawberries,05/21/2021,21.5
Strawberries,05/21/2021,28
Strawberries,05/21/2021,24
Blackberries,05/21/2021,26.375
Blackberries,05/21/2021,24
Blueberries,05/21/2021,24
Blueberries,05/21/2021,28.75
Blueberries,05/21/2021,23
Blueberries,05/21/2021,18.5
Raspberries,05/20/2021,36.125
Raspberries,05/20/2021,38.5
Strawberries,05/20/2021,28
Strawberries,05/20/2021,21.5
Strawberries,05/20/2021,24
Blackberries,05/20/2021,23.75
Blackberries,05/20/2021,26.375
Blueberries,05/20/2021,28.75
Blueberries,05/20/2021,23
Blueberries,05/20/2021,24
Blueberries,05/20/2021,18.5
Raspberries,05/19/2021,38.5
Raspberries,05/19/2021,36.125
Strawberries,05/19/2021,21.5
Strawberries,05/19/2021,28
Strawberries,05/19/2021,24
Blackberries,05/19/2021,23.75
Blackberries,05/19/2021,26.375
Blueberries,05/19/2021,28.75
Blueberries,05/19/2021,24
Blueberries,05/19/2021,18.5
Blueberries,05/19/2021,23
Raspberries,05/18/2021,38.5
Raspberries,05/18/2021,36.125
Strawberries,05/18/2021,21.5
Strawberries,05/18/2021,24
Strawberries,05/18/2021,28
Blackberries,05/18/2021,23.75
Blackberries,05/18/2021,26.25
Blueberries,05/18/2021,23
Blueberries,05/18/2021,28.75
Blueberries,05/18/2021,18.5
Blueberries,05/18/2021,24
Raspberries,05/17/2021,38.5
Raspberries,05/17/2021,36.125
Strawberries,05/17/2021,28
Strawberries,05/17/2021,21.5
Strawberries,05/17/2021,24
Blackberries,05/17/2021,26.375
Blackberries,05/17/2021,23.75
Blueberries,05/17/2021,24
Blueberries,05/17/2021,18.5
Blueberries,05/17/2021,23
Blueberries,05/17/2021,31
Raspberries,05/14/2021,36.125
Raspberries,05/14/2021,38.5
Strawberries,05/14/2021,24
Strawberries,05/14/2021,23.25
Strawberries,05/14/2021,28.25
Blackberries,05/14/2021,26.375
Blackberries,05/14/2021,23.75
Blueberries,05/14/2021,17.5
Blueberries,05/14/2021,18.5
Blueberries,05/14/2021,26.75
Raspberries,05/13/2021,36.125
Raspberries,05/13/2021,38.5
Strawberries,05/13/2021,34.5
Strawberries,05/13/2021,28.5
Strawberries,05/13/2021,24
Blackberries,05/13/2021,26.375
Blackberries,05/13/2021,23.75
Blueberries,05/13/2021,28.125
Blueberries,05/13/2021,24
Blueberries,05/13/2021,27.25
Raspberries,05/12/2021,36.125
Raspberries,05/12/2021,38.5
Strawberries,05/12/2021,34.5
Strawberries,05/12/2021,24
Strawberries,05/12/2021,28.5
Blackberries,05/12/2021,26.375
Blackberries,05/12/2021,23.75
Blueberries,05/12/2021,27.25
Blueberries,05/12/2021,24
Blueberries,05/12/2021,28.125
Raspberries,05/11/2021,38.5
Raspberries,05/11/2021,36.125
Strawberries,05/11/2021,28.75
Strawberries,05/11/2021,34.5
Strawberries,05/11/2021,15
Blackberries,05/11/2021,26.375
Blackberries,05/11/2021,23.75
Blueberries,05/11/2021,28.125
Blueberries,05/11/2021,27.25
Blueberries,05/11/2021,24
Raspberries,05/10/2021,36.125
Raspberries,05/10/2021,38.5
Strawberries,05/10/2021,28.75
Strawberries,05/10/2021,34.5
Strawberries,05/10/2021,24
Blackberries,05/10/2021,24
Blackberries,05/10/2021,26.375
Blueberries,05/10/2021,24
Blueberries,05/10/2021,27.25
Blueberries,05/10/2021,41.25
Blueberries,05/10/2021,26.25
Raspberries,05/07/2021,36.125
Raspberries,05/07/2021,38.5
Strawberries,05/07/2021,28.75
Strawberries,05/07/2021,34.5
Strawberries,05/07/2021,34.5
Strawberries,05/07/2021,24
Strawberries,05/07/2021,17
Blackberries,05/07/2021,23.625
Blackberries,05/07/2021,26.375
Blueberries,05/07/2021,26.25
Blueberries,05/07/2021,24
Blueberries,05/07/2021,41.25
Blueberries,05/07/2021,26.25
Raspberries,05/06/2021,38.5
Raspberries,05/06/2021,36.125
Strawberries,05/06/2021,30.75
Strawberries,05/06/2021,34.5
Strawberries,05/06/2021,34.5
Strawberries,05/06/2021,28.75
Strawberries,05/06/2021,27.5
Blackberries,05/06/2021,26.375
Blackberries,05/06/2021,23.625
Blueberries,05/06/2021,41.25
Blueberries,05/06/2021,24
Blueberries,05/06/2021,26.25
Blueberries,05/06/2021,26.25
Raspberries,05/05/2021,38.5
Raspberries,05/05/2021,36.125
Strawberries,05/05/2021,27.5
Strawberries,05/05/2021,30.75
Strawberries,05/05/2021,34.5
Strawberries,05/05/2021,34.5
Strawberries,05/05/2021,28.75
Blackberries,05/05/2021,26.375
Blackberries,05/05/2021,23.625
Blueberries,05/05/2021,26.25
Blueberries,05/05/2021,41.25
Blueberries,05/05/2021,24
Blueberries,05/05/2021,26.25
Raspberries,05/04/2021,37.375
Raspberries,05/04/2021,36.5
Strawberries,05/04/2021,34.5
Strawberries,05/04/2021,34.5
Strawberries,05/04/2021,30.75
Strawberries,05/04/2021,27.5
Strawberries,05/04/2021,29.5
Blackberries,05/04/2021,26.375
Blackberries,05/04/2021,23.625
Blueberries,05/04/2021,24
Blueberries,05/04/2021,26.25
Blueberries,05/04/2021,41.25
Blueberries,05/04/2021,26.25
Raspberries,05/03/2021,36.5
Raspberries,05/03/2021,36.5
Strawberries,05/03/2021,34.5
Strawberries,05/03/2021,30.5
Strawberries,05/03/2021,34.5
Strawberries,05/03/2021,24.5
Strawberries,05/03/2021,31
Blackberries,05/03/2021,32.375
Blackberries,05/03/2021,39
Blueberries,05/03/2021,55.75
Blueberries,05/03/2021,37.75
Blueberries,05/03/2021,48
Blueberries,05/03/2021,26.25
Raspberries,04/30/2021,36.5
Raspberries,04/30/2021,36.5
Strawberries,04/30/2021,29.5
Strawberries,04/30/2021,32
Strawberries,04/30/2021,24.5
Strawberries,04/30/2021,31
Strawberries,04/30/2021,16
Strawberries,04/30/2021,34
Blackberries,04/30/2021,32.375
Blackberries,04/30/2021,39
Blueberries,04/30/2021,55.75
Blueberries,04/30/2021,48
Blueberries,04/30/2021,37.75
Blueberries,04/30/2021,35.625
Strawberries,04/29/2021,24.5
Strawberries,04/29/2021,29.5
Strawberries,04/29/2021,34
Strawberries,04/29/2021,32
Strawberries,04/29/2021,31
Strawberries,04/29/2021,16
Blackberries,04/29/2021,39
Blackberries,04/29/2021,32.375
Blueberries,04/29/2021,37.75
Blueberries,04/29/2021,48
Blueberries,04/29/2021,54.5
Blueberries,04/29/2021,35.625
Strawberries,04/28/2021,35.5
Strawberries,04/28/2021,32.5
Strawberries,04/28/2021,24.5
Strawberries,04/28/2021,31
Strawberries,04/28/2021,16
Strawberries,04/28/2021,29.5
Blackberries,04/28/2021,32.375
Blackberries,04/28/2021,39
Blueberries,04/28/2021,48
Blueberries,04/28/2021,37.75
Blueberries,04/28/2021,54.5
Blueberries,04/28/2021,35.625
Strawberries,04/27/2021,24.5
Strawberries,04/27/2021,32.75
Strawberries,04/27/2021,31
Strawberries,04/27/2021,29.5
Strawberries,04/27/2021,35.5
Strawberries,04/27/2021,16
Strawberries,04/27/2021,16
Blackberries,04/27/2021,32.375
Blackberries,04/27/2021,39
Blueberries,04/27/2021,48
Blueberries,04/27/2021,54.5
Blueberries,04/27/2021,37.75
Blueberries,04/27/2021,35.625
Raspberries,04/26/2021,37.75
Strawberries,04/26/2021,16
Strawberries,04/26/2021,16
Strawberries,04/26/2021,32.75
Strawberries,04/26/2021,35.5
Strawberries,04/26/2021,31
Strawberries,04/26/2021,35.375
Strawberries,04/26/2021,24.5
Blackberries,04/26/2021,39
Blackberries,04/26/2021,32.375
Blueberries,04/26/2021,54.5
Blueberries,04/26/2021,37.75
Blueberries,04/26/2021,35.625
Raspberries,04/23/2021,37.75
Strawberries,04/23/2021,35.5
Strawberries,04/23/2021,31
Strawberries,04/23/2021,35.375
Strawberries,04/23/2021,24.5
Strawberries,04/23/2021,32.75
Blackberries,04/23/2021,39
Blackberries,04/23/2021,32.375
Blueberries,04/23/2021,54.5
Blueberries,04/23/2021,37.75
Blueberries,04/23/2021,33.625
Raspberries,04/22/2021,11
Raspberries,04/22/2021,37.75
Strawberries,04/22/2021,35.375
Strawberries,04/22/2021,31.25
Strawberries,04/22/2021,35.5
Strawberries,04/22/2021,32.75
Strawberries,04/22/2021,24.5
Blackberries,04/22/2021,32.375
Blackberries,04/22/2021,39
Blueberries,04/22/2021,39
Blueberries,04/22/2021,54.5
Blueberries,04/22/2021,33.625
Raspberries,04/21/2021,11
Raspberries,04/21/2021,37.75
Strawberries,04/21/2021,35
Strawberries,04/21/2021,32.75
Strawberries,04/21/2021,34.75
Strawberries,04/21/2021,24.5
Strawberries,04/21/2021,32.5
Blackberries,04/21/2021,32.375
Blackberries,04/21/2021,39
Blueberries,04/21/2021,39
Blueberries,04/21/2021,54.5
Blueberries,04/21/2021,33.625
Raspberries,04/20/2021,37.75
Raspberries,04/20/2021,41.875
Strawberries,04/20/2021,32.75
Strawberries,04/20/2021,32.5
Strawberries,04/20/2021,35.75
Strawberries,04/20/2021,24.5
Strawberries,04/20/2021,35
Blackberries,04/20/2021,32.375
Blackberries,04/20/2021,39
Blueberries,04/20/2021,44.875
Blueberries,04/20/2021,54.5
Blueberries,04/20/2021,33.625
Raspberries,04/19/2021,41.875
Raspberries,04/19/2021,37.75
Strawberries,04/19/2021,32.5
Strawberries,04/19/2021,35.75
Strawberries,04/19/2021,24.5
Strawberries,04/19/2021,32.75
Strawberries,04/19/2021,35
Blackberries,04/19/2021,39
Blackberries,04/19/2021,32.375
Blueberries,04/19/2021,55.25
Blueberries,04/19/2021,44.875
Blueberries,04/19/2021,33.625
Raspberries,04/16/2021,41.875
Raspberries,04/16/2021,37.75
Strawberries,04/16/2021,36.75
Strawberries,04/16/2021,32.5
Strawberries,04/16/2021,23
Strawberries,04/16/2021,33.25
Strawberries,04/16/2021,33
Strawberries,04/16/2021,16
Strawberries,04/16/2021,26
Blackberries,04/16/2021,32.375
Blackberries,04/16/2021,39
Blueberries,04/16/2021,44.875
Blueberries,04/16/2021,55.25
Blueberries,04/16/2021,32.875
Raspberries,04/15/2021,37.75
Raspberries,04/15/2021,41.875
Strawberries,04/15/2021,33.25
Strawberries,04/15/2021,36.75
Strawberries,04/15/2021,26
Strawberries,04/15/2021,16
Strawberries,04/15/2021,32.5
Strawberries,04/15/2021,33
Strawberries,04/15/2021,23
Blackberries,04/15/2021,32.375
Blackberries,04/15/2021,39
Blueberries,04/15/2021,55.75
Blueberries,04/15/2021,44.875
Blueberries,04/15/2021,32.875
Raspberries,04/14/2021,37.75
Raspberries,04/14/2021,41.875
Strawberries,04/14/2021,35
Strawberries,04/14/2021,33.25
Strawberries,04/14/2021,32.5
Strawberries,04/14/2021,36.75
Strawberries,04/14/2021,26
Strawberries,04/14/2021,16
Strawberries,04/14/2021,23
Blackberries,04/14/2021,39
Blackberries,04/14/2021,32.375
Blueberries,04/14/2021,55.75
Blueberries,04/14/2021,43.875
Blueberries,04/14/2021,24.5
Blueberries,04/14/2021,32.875
Raspberries,04/13/2021,37.75
Raspberries,04/13/2021,41.875
Strawberries,04/13/2021,33.25
Strawberries,04/13/2021,32.5
Strawberries,04/13/2021,23
Strawberries,04/13/2021,26
Strawberries,04/13/2021,36.75
Strawberries,04/13/2021,16
Strawberries,04/13/2021,35
Blackberries,04/13/2021,32.375
Blackberries,04/13/2021,39
Blueberries,04/13/2021,43.875
Blueberries,04/13/2021,55.75
Blueberries,04/13/2021,24.5
Blueberries,04/13/2021,32.875
Raspberries,04/12/2021,41.875
Raspberries,04/12/2021,37.75
Strawberries,04/12/2021,23
Strawberries,04/12/2021,16
Strawberries,04/12/2021,35
Strawberries,04/12/2021,32.5
Strawberries,04/12/2021,33.25
Strawberries,04/12/2021,36.75
Blackberries,04/12/2021,32.375
Blackberries,04/12/2021,39
